wage,educ,exper,age,sex,race,married,union,sector,overtime,economy
18.29,12.0,0.0,18.0,male,white,no,no,manufacturing,no,Manufacturing
16.56,12.0,14.0,33.0,female,white,no,no,services,yes,Healthcare
25.81,17.0,3.0,30.0,male,black,no,no,other,no,Services
30.27,18.0,15.0,47.0,female,white,yes,no,services,no,Education
19.09,13.0,28.0,46.0,male,black,yes,no,services,no,Services
18.64,14.0,13.0,35.0,male,white,no,no,services,no,Education
31.05,19.0,13.0,48.0,male,hispanic,no,no,services,no,Education
24.11,14.0,15.0,39.0,male,white,no,no,other,yes,Manufacturing
17.81,16.0,19.0,37.0,male,white,yes,no,services,no,Education
21.3,17.0,13.0,36.0,female,white,yes,no,services,no,Education
25.19,14.0,16.0,30.0,female,white,no,no,services,yes,Healthcare
12.67,13.0,3.0,23.0,female,other,no,no,services,yes,Healthcare
24.72,17.0,12.0,39.0,female,asian,yes,no,other,yes,Healthcare
14.78,14.0,13.0,33.0,female,hispanic,no,no,other,yes,Services
24.69,13.0,14.0,38.0,female,asian,no,no,services,no,Services
28.39,12.0,30.0,47.0,male,hispanic,yes,no,services,no,Healthcare
19.36,16.0,19.0,37.0,male,white,no,no,services,no,Services
12.7,10.0,15.0,30.0,male,black,yes,no,other,yes,Healthcare
26.2,16.0,8.0,28.0,male,white,no,no,manufacturing,no,Manufacturing
18.89,13.0,7.0,26.0,male,white,yes,no,other,no,Manufacturing
18.53,13.0,11.0,32.0,male,white,yes,yes,services,no,Services
15.78,13.0,18.0,39.0,female,white,no,no,services,no,Healthcare
21.62,16.0,20.0,47.0,female,white,no,no,services,no,Education
12.07,13.0,4.0,26.0,male,white,no,yes,services,no,Services
20.44,13.0,15.0,34.0,female,white,yes,no,services,no,Healthcare
15.74,14.0,6.0,30.0,female,white,no,no,services,no,Services
21.27,12.0,31.0,50.0,male,hispanic,no,no,services,yes,Education
15.13,9.0,16.0,38.0,male,white,yes,no,manufacturing,no,Manufacturing
18.28,17.0,22.0,47.0,female,white,no,no,services,yes,Healthcare
21.88,16.0,5.0,26.0,male,white,no,yes,services,no,Services
13.76,11.0,4.0,27.0,male,hispanic,no,no,services,no,Education
28.87,17.0,10.0,34.0,male,asian,no,no,manufacturing,no,Manufacturing
12.96,13.0,24.0,45.0,female,hispanic,yes,no,services,no,Education
31.36,19.0,12.0,37.0,male,hispanic,yes,no,services,yes,Education
28.58,16.0,16.0,36.0,female,hispanic,yes,no,other,no,Healthcare
13.86,11.0,9.0,27.0,male,hispanic,yes,no,services,yes,Healthcare
26.49,15.0,18.0,44.0,female,white,yes,no,services,no,Services
22.62,13.0,18.0,33.0,female,white,yes,no,services,no,Services
14.52,16.0,7.0,30.0,male,white,yes,no,services,no,Healthcare
26.95,17.0,33.0,60.0,female,asian,no,no,other,no,Services
28.56,17.0,0.0,22.0,male,hispanic,yes,yes,other,no,Manufacturing
18.36,13.0,30.0,51.0,female,white,yes,no,other,no,Services
24.09,17.0,4.0,25.0,male,white,yes,no,other,no,Healthcare
17.67,14.0,15.0,34.0,male,asian,yes,no,services,no,Services
11.96,13.0,20.0,42.0,male,white,yes,yes,services,no,Services
18.32,11.0,15.0,30.0,female,white,yes,no,services,no,Services
14.05,10.0,21.0,32.0,female,white,no,no,manufacturing,no,Manufacturing
27.05,16.0,9.0,34.0,female,white,yes,no,other,no,Healthcare
14.75,18.0,10.0,34.0,female,black,yes,no,other,yes,Services
10.0,8.0,29.0,44.0,male,white,yes,no,other,no,Services
14.41,13.0,0.0,18.0,female,white,no,no,services,yes,Education
25.12,18.0,27.0,51.0,male,black,yes,no,services,no,Services
17.0,15.0,3.0,22.0,male,asian,no,no,services,no,Education
20.58,13.0,15.0,38.0,male,white,no,no,manufacturing,yes,Manufacturing
28.43,14.0,16.0,33.0,female,white,no,no,services,no,Services
22.55,15.0,28.0,54.0,male,white,yes,no,manufacturing,no,Manufacturing
27.02,17.0,19.0,43.0,female,white,no,no,other,no,Manufacturing
30.96,17.0,16.0,39.0,female,white,yes,no,services,no,Education
13.02,16.0,27.0,41.0,male,hispanic,no,no,manufacturing,no,Manufacturing
10.0,12.0,2.0,18.0,male,white,no,no,services,yes,Healthcare
16.67,14.0,0.0,24.0,male,white,no,no,other,no,Government
15.42,14.0,10.0,33.0,female,white,no,no,manufacturing,no,Manufacturing
19.11,14.0,22.0,46.0,female,hispanic,no,no,other,no,Healthcare
21.51,14.0,20.0,38.0,female,white,yes,no,other,no,Healthcare
24.21,14.0,17.0,29.0,female,white,no,no,services,no,Education
20.89,14.0,9.0,29.0,female,white,yes,no,services,no,Services
21.87,20.0,31.0,58.0,female,white,yes,no,other,no,Healthcare
26.28,15.0,0.0,19.0,female,asian,no,no,services,no,Education
10.0,11.0,15.0,32.0,female,white,no,no,services,no,Services
19.7,11.0,0.0,18.0,male,asian,yes,no,manufacturing,no,Manufacturing
17.4,16.0,0.0,26.0,female,white,no,no,manufacturing,no,Manufacturing
25.49,17.0,10.0,31.0,female,other,yes,no,manufacturing,yes,Manufacturing
22.77,17.0,5.0,29.0,female,white,yes,no,other,no,Services
25.32,17.0,6.0,26.0,female,white,yes,no,services,no,Services
31.51,19.0,13.0,40.0,female,white,no,no,services,no,Education
15.43,16.0,2.0,27.0,female,white,no,yes,services,no,Services
21.56,12.0,6.0,34.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
34.77,14.0,22.0,40.0,female,white,yes,no,other,no,Services
15.22,14.0,24.0,52.0,female,white,yes,no,other,no,Services
20.99,13.0,6.0,23.0,male,asian,no,no,manufacturing,yes,Manufacturing
16.04,15.0,13.0,33.0,female,asian,no,no,services,no,Education
28.27,19.0,18.0,48.0,male,black,no,no,services,no,Services
28.38,16.0,9.0,27.0,female,white,yes,no,services,no,Services
13.47,15.0,14.0,39.0,male,white,no,no,services,yes,Services
21.63,15.0,21.0,42.0,male,white,yes,no,other,no,Healthcare
19.12,17.0,28.0,51.0,male,hispanic,yes,yes,services,yes,Services
30.36,19.0,13.0,37.0,male,white,no,no,manufacturing,no,Manufacturing
30.7,19.0,4.0,27.0,female,black,yes,no,manufacturing,yes,Manufacturing
15.36,16.0,13.0,39.0,female,white,yes,no,manufacturing,no,Manufacturing
34.68,17.0,13.0,35.0,male,black,no,no,manufacturing,no,Manufacturing
10.0,14.0,16.0,39.0,female,white,no,no,manufacturing,no,Manufacturing
19.47,13.0,24.0,39.0,female,white,yes,yes,services,no,Services
14.41,12.0,12.0,32.0,male,other,no,no,other,no,Manufacturing
21.27,14.0,14.0,34.0,female,white,no,no,services,yes,Services
29.58,16.0,3.0,20.0,male,white,yes,no,other,no,Government
18.11,13.0,6.0,27.0,female,hispanic,yes,no,other,no,Services
24.39,15.0,17.0,43.0,male,white,yes,no,manufacturing,no,Manufacturing
24.28,16.0,18.0,43.0,male,white,no,no,services,no,Education
25.82,15.0,8.0,22.0,female,black,yes,no,manufacturing,no,Manufacturing
25.17,14.0,28.0,45.0,male,black,no,no,services,yes,Education
17.8,15.0,16.0,34.0,male,white,no,no,services,no,Education
23.37,20.0,20.0,49.0,female,black,no,no,services,no,Services
11.58,13.0,3.0,18.0,female,hispanic,no,no,other,yes,Healthcare
14.13,10.0,18.0,33.0,male,hispanic,no,no,services,yes,Education
25.38,16.0,16.0,45.0,female,asian,no,no,services,no,Healthcare
27.6,15.0,9.0,34.0,female,black,yes,no,services,no,Education
11.85,15.0,15.0,41.0,male,other,yes,no,services,no,Education
14.77,13.0,7.0,30.0,female,black,no,no,services,no,Education
10.0,10.0,5.0,23.0,male,hispanic,no,no,manufacturing,no,Manufacturing
30.1,17.0,17.0,38.0,male,white,no,no,services,no,Healthcare
16.3,13.0,10.0,27.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
14.43,17.0,19.0,41.0,male,white,no,no,services,no,Education
22.42,12.0,14.0,30.0,female,hispanic,no,no,manufacturing,no,Manufacturing
27.67,16.0,5.0,24.0,female,white,no,no,services,yes,Healthcare
28.31,15.0,8.0,30.0,male,hispanic,no,no,services,yes,Healthcare
16.01,16.0,13.0,34.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
10.61,15.0,18.0,51.0,female,hispanic,no,no,other,no,Services
10.82,13.0,3.0,21.0,female,white,yes,no,services,no,Services
11.8,14.0,14.0,30.0,female,asian,yes,no,services,no,Services
27.42,17.0,41.0,65.0,female,other,no,no,manufacturing,no,Manufacturing
10.0,10.0,11.0,28.0,male,white,no,no,manufacturing,no,Manufacturing
26.62,18.0,23.0,48.0,male,white,no,no,services,yes,Services
26.6,15.0,18.0,31.0,female,white,no,yes,services,yes,Healthcare
18.7,15.0,6.0,26.0,male,asian,no,no,services,yes,Healthcare
10.0,13.0,27.0,45.0,female,white,no,no,services,no,Healthcare
14.96,14.0,17.0,37.0,male,hispanic,yes,no,services,no,Education
15.15,14.0,0.0,19.0,male,white,no,no,manufacturing,no,Manufacturing
18.29,13.0,16.0,39.0,male,hispanic,no,yes,services,no,Education
18.38,14.0,0.0,25.0,female,white,yes,yes,services,yes,Healthcare
23.23,18.0,5.0,21.0,female,hispanic,no,no,services,no,Healthcare
19.98,17.0,15.0,32.0,female,hispanic,yes,yes,services,no,Healthcare
16.57,14.0,21.0,43.0,female,white,yes,no,manufacturing,no,Manufacturing
19.64,13.0,20.0,34.0,male,white,yes,yes,services,yes,Healthcare
20.6,16.0,13.0,37.0,male,other,no,no,other,no,Government
33.28,15.0,16.0,35.0,female,white,yes,no,manufacturing,no,Manufacturing
18.24,14.0,21.0,49.0,female,white,yes,no,services,no,Services
29.08,17.0,19.0,42.0,male,white,no,no,services,no,Services
28.66,21.0,23.0,51.0,male,black,yes,no,manufacturing,yes,Manufacturing
27.54,16.0,23.0,45.0,male,black,yes,no,services,no,Services
14.36,14.0,13.0,31.0,female,white,yes,no,other,yes,Healthcare
18.02,10.0,11.0,29.0,male,white,yes,no,manufacturing,yes,Manufacturing
20.65,18.0,4.0,19.0,female,white,yes,no,manufacturing,no,Manufacturing
14.58,12.0,19.0,37.0,male,other,no,no,other,no,Services
10.16,12.0,21.0,33.0,male,white,yes,yes,services,no,Healthcare
24.48,16.0,12.0,36.0,female,other,yes,no,other,no,Healthcare
10.25,13.0,11.0,36.0,female,black,yes,no,services,no,Services
23.61,13.0,14.0,23.0,male,asian,no,no,manufacturing,no,Manufacturing
30.47,17.0,0.0,18.0,male,white,no,no,other,no,Government
22.03,18.0,10.0,38.0,female,white,yes,no,services,no,Services
13.63,12.0,15.0,28.0,male,white,yes,yes,services,no,Healthcare
20.98,13.0,6.0,19.0,male,white,no,no,other,no,Government
14.17,12.0,16.0,31.0,female,white,no,no,services,no,Healthcare
10.0,15.0,7.0,30.0,female,white,no,no,services,yes,Services
25.32,14.0,3.0,25.0,female,hispanic,no,no,services,no,Healthcare
15.04,14.0,22.0,40.0,female,other,no,no,other,yes,Healthcare
19.61,13.0,0.0,18.0,male,white,yes,no,manufacturing,no,Manufacturing
35.49,19.0,16.0,39.0,female,white,yes,no,services,no,Healthcare
29.4,16.0,27.0,52.0,female,black,yes,no,services,no,Services
16.68,15.0,13.0,37.0,male,white,yes,no,services,no,Services
13.97,15.0,0.0,19.0,female,white,yes,no,other,yes,Healthcare
10.97,9.0,18.0,37.0,male,white,yes,no,services,no,Education
13.36,16.0,4.0,22.0,female,white,yes,no,services,no,Education
25.02,15.0,0.0,22.0,female,white,yes,yes,services,no,Services
24.87,16.0,25.0,45.0,male,white,yes,no,services,yes,Healthcare
26.26,17.0,12.0,34.0,male,white,no,no,services,no,Education
28.92,16.0,23.0,35.0,female,white,yes,no,manufacturing,no,Manufacturing
23.44,14.0,16.0,33.0,male,asian,no,no,other,no,Healthcare
32.41,17.0,8.0,32.0,male,hispanic,yes,no,services,yes,Services
19.0,13.0,27.0,43.0,male,asian,no,no,services,no,Education
17.24,12.0,23.0,42.0,female,black,no,yes,services,yes,Healthcare
29.62,16.0,17.0,35.0,female,hispanic,yes,no,services,no,Services
10.95,13.0,10.0,37.0,female,white,no,yes,services,no,Education
19.97,19.0,0.0,23.0,female,other,yes,no,services,no,Education
13.28,12.0,10.0,28.0,male,black,yes,no,other,no,Manufacturing
23.95,14.0,17.0,36.0,female,white,yes,no,other,no,Healthcare
10.0,15.0,13.0,37.0,female,white,no,no,other,no,Services
11.03,14.0,18.0,36.0,male,hispanic,yes,no,services,yes,Healthcare
31.81,16.0,21.0,45.0,female,hispanic,no,no,services,yes,Services
23.0,12.0,8.0,29.0,male,white,yes,no,other,no,Manufacturing
13.41,9.0,9.0,27.0,male,hispanic,no,no,services,no,Services
20.74,16.0,0.0,20.0,male,hispanic,yes,no,services,no,Services
22.08,14.0,19.0,30.0,female,white,no,yes,services,no,Services
19.35,11.0,27.0,51.0,male,white,no,no,services,no,Services
20.59,14.0,12.0,37.0,female,black,yes,no,other,no,Healthcare
16.1,17.0,16.0,41.0,male,hispanic,no,no,services,no,Healthcare
18.04,15.0,0.0,23.0,female,white,yes,yes,services,no,Services
30.2,15.0,14.0,34.0,female,white,no,no,services,yes,Services
15.56,19.0,15.0,36.0,female,white,yes,no,other,no,Government
25.67,14.0,17.0,37.0,female,white,no,no,services,no,Education
27.69,17.0,17.0,39.0,male,white,yes,no,other,yes,Manufacturing
19.18,14.0,24.0,43.0,female,white,no,no,other,no,Healthcare
19.18,17.0,24.0,56.0,female,white,yes,no,services,no,Services
11.2,14.0,5.0,25.0,male,black,no,no,services,no,Services
18.04,14.0,2.0,26.0,female,white,no,no,manufacturing,no,Manufacturing
25.42,13.0,10.0,30.0,male,white,yes,yes,manufacturing,yes,Manufacturing
14.0,13.0,9.0,31.0,female,white,yes,no,services,yes,Education
11.16,15.0,21.0,43.0,female,white,yes,yes,other,no,Government
19.85,14.0,28.0,50.0,female,asian,no,yes,services,no,Services
21.34,16.0,15.0,37.0,female,white,no,no,services,yes,Education
16.91,18.0,5.0,34.0,female,white,no,no,services,no,Services
20.27,13.0,16.0,39.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
10.0,9.0,16.0,29.0,female,hispanic,no,no,manufacturing,no,Manufacturing
23.96,13.0,0.0,18.0,male,white,yes,no,services,no,Healthcare
22.39,16.0,8.0,30.0,male,hispanic,no,no,services,no,Services
10.0,13.0,21.0,36.0,male,black,yes,yes,services,no,Services
23.67,14.0,33.0,59.0,female,black,yes,no,services,yes,Services
18.31,14.0,7.0,30.0,female,white,yes,no,manufacturing,no,Manufacturing
13.29,12.0,6.0,24.0,female,white,no,no,other,no,Services
18.6,16.0,14.0,36.0,male,white,yes,no,services,no,Services
18.89,12.0,25.0,48.0,male,black,yes,no,services,no,Services
21.05,12.0,14.0,26.0,female,white,yes,no,other,no,Services
12.17,14.0,7.0,26.0,female,white,yes,no,services,yes,Healthcare
17.06,11.0,15.0,36.0,female,asian,no,no,services,no,Education
18.64,17.0,25.0,57.0,female,black,yes,no,services,no,Education
17.97,14.0,4.0,24.0,female,white,yes,no,services,no,Services
11.04,12.0,10.0,18.0,male,other,yes,yes,services,yes,Services
11.81,14.0,9.0,24.0,male,white,yes,no,services,no,Healthcare
20.89,15.0,4.0,26.0,female,hispanic,no,yes,services,yes,Healthcare
14.64,13.0,10.0,31.0,male,white,yes,no,manufacturing,no,Manufacturing
22.92,13.0,22.0,45.0,male,white,yes,no,other,no,Healthcare
17.0,17.0,1.0,25.0,female,white,no,no,manufacturing,no,Manufacturing
10.0,8.0,15.0,25.0,male,black,yes,no,manufacturing,no,Manufacturing
17.78,13.0,12.0,33.0,male,white,no,no,services,no,Services
15.47,13.0,12.0,25.0,female,white,yes,yes,services,no,Education
13.52,14.0,8.0,32.0,female,black,yes,no,services,no,Services
10.0,13.0,3.0,31.0,male,white,yes,no,other,no,Healthcare
21.76,19.0,21.0,41.0,female,black,yes,no,services,no,Services
27.24,14.0,12.0,34.0,male,white,no,no,manufacturing,no,Manufacturing
26.06,15.0,24.0,53.0,female,white,no,no,manufacturing,yes,Manufacturing
17.6,14.0,3.0,24.0,female,asian,no,no,services,no,Healthcare
10.0,13.0,13.0,33.0,female,black,yes,no,other,yes,Services
24.22,15.0,11.0,33.0,female,black,no,no,other,no,Government
22.94,15.0,3.0,33.0,female,white,no,no,services,no,Education
10.0,13.0,13.0,33.0,female,white,yes,yes,services,yes,Healthcare
24.47,16.0,16.0,37.0,female,white,yes,no,other,no,Manufacturing
20.18,15.0,26.0,49.0,male,white,no,no,other,no,Healthcare
15.07,12.0,14.0,33.0,female,white,no,no,services,no,Services
30.03,19.0,28.0,57.0,female,hispanic,yes,no,services,no,Services
20.52,10.0,4.0,25.0,female,black,no,no,services,no,Services
21.19,13.0,28.0,54.0,female,asian,yes,no,services,yes,Healthcare
17.8,16.0,7.0,32.0,female,white,no,yes,services,no,Healthcare
21.07,13.0,7.0,20.0,female,hispanic,no,no,services,no,Healthcare
25.38,14.0,14.0,34.0,female,white,no,no,services,no,Services
13.27,14.0,4.0,23.0,female,white,no,no,other,yes,Government
17.7,15.0,31.0,48.0,female,other,no,no,services,no,Services
19.79,17.0,12.0,38.0,female,white,yes,no,services,no,Healthcare
23.47,14.0,20.0,41.0,male,asian,yes,yes,services,no,Services
22.95,15.0,13.0,37.0,female,white,no,no,services,no,Education
17.03,16.0,4.0,18.0,female,white,yes,no,services,no,Services
12.84,13.0,18.0,38.0,male,hispanic,no,yes,services,no,Services
21.41,13.0,23.0,34.0,male,white,no,no,services,no,Services
13.11,10.0,23.0,36.0,male,white,yes,no,services,no,Services
32.27,15.0,13.0,32.0,female,white,yes,yes,other,no,Services
21.78,18.0,24.0,47.0,male,white,yes,no,other,no,Services
29.0,12.0,22.0,41.0,male,black,yes,no,manufacturing,no,Manufacturing
14.8,15.0,9.0,29.0,female,white,no,no,services,no,Education
32.88,19.0,12.0,37.0,female,asian,yes,no,manufacturing,no,Manufacturing
25.01,13.0,20.0,40.0,female,asian,yes,yes,services,no,Services
14.61,13.0,9.0,25.0,female,white,no,yes,services,no,Services
26.12,20.0,5.0,31.0,male,white,no,no,other,yes,Healthcare
17.15,17.0,18.0,39.0,male,white,no,no,manufacturing,yes,Manufacturing
23.79,19.0,14.0,35.0,male,hispanic,no,no,services,no,Services
10.0,13.0,8.0,27.0,female,white,yes,no,other,no,Manufacturing
18.53,15.0,34.0,58.0,female,white,no,no,services,no,Services
16.42,13.0,17.0,33.0,male,black,no,no,manufacturing,no,Manufacturing
28.55,18.0,21.0,48.0,female,black,yes,no,services,no,Services
14.63,13.0,24.0,43.0,male,white,no,no,other,yes,Manufacturing
14.03,15.0,15.0,39.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
26.49,14.0,4.0,22.0,male,white,no,no,services,no,Services
18.9,15.0,2.0,23.0,male,hispanic,yes,no,services,yes,Healthcare
26.52,19.0,10.0,38.0,male,white,yes,no,manufacturing,no,Manufacturing
27.14,15.0,0.0,22.0,female,white,yes,no,services,no,Healthcare
21.21,13.0,0.0,20.0,female,white,yes,no,other,no,Manufacturing
11.54,14.0,9.0,29.0,female,white,no,yes,services,no,Services
31.55,16.0,5.0,32.0,female,white,no,no,other,yes,Services
30.95,18.0,21.0,47.0,female,other,yes,no,services,no,Services
11.09,13.0,0.0,18.0,male,black,yes,no,services,no,Healthcare
24.39,12.0,16.0,34.0,male,asian,no,no,services,no,Healthcare
26.14,15.0,8.0,34.0,female,white,no,no,services,no,Education
10.38,13.0,15.0,38.0,male,black,yes,no,services,yes,Services
10.25,11.0,7.0,23.0,female,white,no,no,services,no,Services
20.73,16.0,14.0,41.0,male,white,yes,no,manufacturing,no,Manufacturing
26.32,20.0,6.0,25.0,female,hispanic,no,no,services,no,Healthcare
20.01,14.0,13.0,36.0,female,hispanic,yes,no,services,yes,Healthcare
30.17,15.0,13.0,38.0,male,white,no,no,services,no,Services
18.73,11.0,0.0,19.0,male,white,yes,no,manufacturing,no,Manufacturing
20.09,14.0,14.0,36.0,female,white,yes,no,services,no,Services
14.44,13.0,10.0,38.0,female,hispanic,yes,no,services,no,Healthcare
26.13,16.0,10.0,25.0,female,white,yes,no,services,no,Healthcare
29.27,13.0,17.0,35.0,male,black,yes,no,other,yes,Healthcare
20.18,17.0,0.0,27.0,male,white,yes,no,other,no,Services
10.0,10.0,2.0,21.0,female,black,no,no,services,yes,Services
10.0,9.0,7.0,28.0,male,white,no,yes,manufacturing,no,Manufacturing
14.06,16.0,14.0,33.0,female,black,yes,no,services,no,Education
18.9,12.0,5.0,26.0,female,white,yes,no,manufacturing,no,Manufacturing
10.0,11.0,7.0,25.0,female,other,yes,no,services,no,Education
22.47,16.0,14.0,40.0,female,hispanic,no,no,services,no,Healthcare
24.99,18.0,8.0,21.0,male,white,no,no,other,no,Manufacturing
19.31,11.0,1.0,18.0,male,white,no,no,services,no,Services
20.06,15.0,16.0,37.0,female,asian,no,no,manufacturing,no,Manufacturing
14.58,13.0,27.0,43.0,male,white,yes,no,manufacturing,no,Manufacturing
17.31,12.0,16.0,40.0,male,other,yes,no,manufacturing,no,Manufacturing
22.4,16.0,26.0,52.0,female,other,yes,no,services,yes,Healthcare
30.94,17.0,19.0,39.0,male,white,yes,no,manufacturing,yes,Manufacturing
11.66,14.0,5.0,26.0,female,white,yes,yes,services,no,Services
19.16,16.0,22.0,47.0,female,white,no,yes,services,no,Services
15.61,12.0,23.0,43.0,male,white,yes,no,services,no,Healthcare
14.08,13.0,19.0,31.0,male,white,yes,no,services,yes,Education
17.99,13.0,13.0,40.0,female,white,no,no,services,no,Education
22.0,14.0,25.0,43.0,female,hispanic,no,yes,other,no,Healthcare
19.32,16.0,0.0,21.0,female,black,yes,yes,manufacturing,no,Manufacturing
22.5,14.0,17.0,37.0,female,white,yes,no,manufacturing,no,Manufacturing
22.69,15.0,16.0,30.0,male,white,no,no,other,no,Services
24.61,18.0,0.0,27.0,male,other,yes,no,services,no,Healthcare
25.88,17.0,25.0,42.0,male,black,no,no,services,yes,Healthcare
23.63,14.0,13.0,41.0,male,white,yes,no,services,no,Services
28.87,12.0,28.0,36.0,female,white,yes,no,services,no,Education
14.03,15.0,15.0,35.0,female,white,no,no,services,yes,Services
19.37,15.0,3.0,24.0,male,white,yes,no,manufacturing,no,Manufacturing
12.96,12.0,17.0,43.0,female,white,yes,no,services,yes,Services
10.0,10.0,5.0,18.0,male,asian,no,no,services,yes,Services
16.31,12.0,21.0,44.0,female,white,no,no,services,no,Healthcare
29.29,16.0,22.0,47.0,male,other,yes,no,manufacturing,no,Manufacturing
25.43,13.0,15.0,34.0,male,white,yes,no,manufacturing,no,Manufacturing
28.64,14.0,29.0,51.0,female,black,no,no,services,no,Services
22.97,22.0,17.0,51.0,female,white,no,no,services,no,Services
15.74,12.0,17.0,35.0,female,white,yes,no,services,no,Healthcare
16.32,14.0,17.0,41.0,male,hispanic,no,yes,other,no,Healthcare
22.51,15.0,23.0,41.0,female,white,no,no,manufacturing,no,Manufacturing
29.92,13.0,19.0,29.0,male,white,yes,no,manufacturing,no,Manufacturing
25.35,17.0,5.0,30.0,female,black,no,no,services,no,Education
25.1,17.0,9.0,27.0,male,white,yes,no,manufacturing,yes,Manufacturing
19.41,17.0,14.0,24.0,male,white,no,no,other,no,Services
25.84,18.0,29.0,52.0,female,hispanic,yes,no,services,no,Services
21.36,15.0,10.0,33.0,female,other,yes,no,services,no,Services
27.88,13.0,21.0,37.0,male,white,no,yes,services,no,Services
19.44,14.0,3.0,25.0,female,white,yes,no,services,no,Healthcare
23.03,16.0,8.0,25.0,male,black,yes,no,manufacturing,no,Manufacturing
22.37,19.0,19.0,44.0,male,black,no,no,services,no,Healthcare
21.75,19.0,15.0,41.0,female,white,yes,yes,services,yes,Services
19.62,15.0,25.0,45.0,female,white,yes,no,services,no,Healthcare
20.32,17.0,17.0,35.0,male,other,no,no,services,yes,Healthcare
18.63,13.0,15.0,34.0,female,white,no,no,other,yes,Manufacturing
10.0,8.0,37.0,47.0,female,white,yes,no,services,yes,Healthcare
18.11,14.0,27.0,50.0,female,other,no,no,services,no,Healthcare
21.39,14.0,21.0,46.0,male,white,yes,no,services,no,Education
10.06,10.0,16.0,38.0,female,hispanic,yes,yes,services,no,Services
25.54,18.0,20.0,47.0,male,white,no,no,services,no,Services
19.06,15.0,12.0,34.0,female,black,no,no,services,no,Services
13.49,13.0,13.0,33.0,male,white,no,no,services,no,Services
16.85,14.0,18.0,32.0,female,asian,no,no,services,no,Services
15.76,17.0,12.0,31.0,male,white,yes,no,services,no,Services
15.01,10.0,7.0,27.0,female,asian,no,yes,other,yes,Services
21.34,16.0,26.0,50.0,male,white,no,no,services,no,Healthcare
25.0,16.0,7.0,29.0,male,black,yes,no,other,no,Services
23.98,11.0,8.0,29.0,male,white,no,no,manufacturing,no,Manufacturing
27.1,15.0,19.0,37.0,female,white,yes,no,other,no,Healthcare
10.0,14.0,18.0,44.0,female,white,yes,no,services,no,Healthcare
26.09,13.0,11.0,36.0,female,white,no,no,manufacturing,yes,Manufacturing
16.43,15.0,4.0,18.0,female,white,yes,no,services,yes,Healthcare
15.75,14.0,20.0,38.0,male,black,no,no,services,yes,Education
16.52,16.0,14.0,35.0,female,white,no,no,manufacturing,no,Manufacturing
19.13,10.0,29.0,41.0,male,white,yes,no,other,yes,Government
21.2,12.0,15.0,27.0,male,white,no,no,manufacturing,yes,Manufacturing
10.0,13.0,6.0,20.0,male,hispanic,no,no,other,no,Government
22.76,18.0,19.0,47.0,female,hispanic,no,no,other,no,Services
17.08,15.0,14.0,35.0,female,hispanic,yes,no,other,no,Government
23.61,14.0,3.0,30.0,female,white,yes,no,other,no,Services
16.36,12.0,25.0,45.0,female,asian,yes,no,services,no,Healthcare
24.43,16.0,22.0,43.0,male,white,no,no,services,yes,Healthcare
24.82,20.0,10.0,36.0,female,hispanic,no,yes,services,no,Services
19.56,12.0,9.0,25.0,female,hispanic,yes,no,services,no,Services
12.65,11.0,5.0,18.0,male,white,yes,no,manufacturing,yes,Manufacturing
21.25,12.0,28.0,53.0,female,hispanic,no,no,services,no,Healthcare
17.23,16.0,13.0,31.0,male,black,yes,no,services,no,Services
29.99,17.0,9.0,33.0,female,asian,no,no,services,yes,Services
43.47,20.0,12.0,34.0,male,white,no,yes,services,no,Services
23.97,15.0,10.0,35.0,female,other,no,no,other,no,Manufacturing
23.48,16.0,9.0,30.0,male,white,no,no,other,yes,Manufacturing
14.73,12.0,31.0,47.0,male,white,no,no,manufacturing,no,Manufacturing
15.19,12.0,6.0,19.0,male,hispanic,yes,no,other,no,Manufacturing
12.32,15.0,8.0,27.0,female,hispanic,no,yes,manufacturing,yes,Manufacturing
18.84,14.0,27.0,50.0,male,white,no,no,other,no,Government
12.83,12.0,20.0,37.0,female,black,yes,no,services,no,Services
19.31,16.0,3.0,27.0,male,white,no,no,services,no,Education
17.3,11.0,15.0,27.0,male,white,no,no,services,no,Services
17.05,14.0,11.0,33.0,female,hispanic,yes,no,services,yes,Education
10.0,15.0,0.0,22.0,female,black,yes,no,services,no,Healthcare
14.75,13.0,12.0,33.0,male,asian,no,no,services,no,Services
22.16,14.0,18.0,37.0,male,white,no,no,other,yes,Manufacturing
14.52,11.0,21.0,40.0,male,white,yes,no,manufacturing,no,Manufacturing
17.96,14.0,8.0,35.0,male,white,yes,no,manufacturing,no,Manufacturing
22.83,13.0,26.0,47.0,male,black,no,no,services,no,Education
16.71,12.0,20.0,29.0,male,white,no,no,other,no,Government
21.69,14.0,8.0,26.0,male,white,yes,no,other,yes,Manufacturing
21.8,15.0,19.0,31.0,male,white,yes,no,services,yes,Services
17.13,11.0,16.0,32.0,male,white,no,yes,services,no,Services
16.91,13.0,19.0,39.0,female,white,no,no,services,no,Services
21.46,11.0,6.0,30.0,female,black,yes,no,other,no,Government
10.0,10.0,15.0,33.0,male,white,no,no,services,no,Healthcare
