wage,educ,exper,age,sex,race,married,union,sector,overtime
14.13,10.0,18.0,33.0,female,hispanic,no,no,services,yes
25.38,16.0,16.0,45.0,female,asian,no,no,education,no
27.6,15.0,9.0,34.0,male,black,yes,no,services,no
11.85,15.0,15.0,41.0,male,other,yes,no,healthcare,no
14.77,13.0,7.0,30.0,female,black,no,no,services,no
10.0,10.0,5.0,23.0,male,hispanic,no,no,manufacturing,no
30.1,17.0,17.0,38.0,male,white,no,no,services,no
16.3,13.0,10.0,27.0,female,hispanic,yes,no,manufacturing,no
14.43,17.0,19.0,41.0,female,white,no,no,services,no
22.42,12.0,14.0,30.0,female,hispanic,no,no,manufacturing,no
27.67,16.0,5.0,24.0,male,white,no,no,education,yes
28.31,15.0,8.0,30.0,female,hispanic,no,no,services,yes
16.01,16.0,13.0,34.0,male,hispanic,yes,no,manufacturing,no
10.61,15.0,18.0,51.0,female,hispanic,no,no,healthcare,no
10.82,13.0,3.0,21.0,female,white,yes,no,healthcare,no
11.8,14.0,14.0,30.0,male,asian,yes,no,education,no
27.42,17.0,41.0,65.0,male,other,no,no,manufacturing,no
10.0,10.0,11.0,28.0,male,white,no,no,manufacturing,no
26.62,18.0,23.0,48.0,female,white,no,no,services,yes
26.6,15.0,18.0,31.0,male,white,no,yes,healthcare,yes
18.7,15.0,6.0,26.0,male,asian,no,no,services,yes
10.0,13.0,27.0,45.0,female,white,no,no,services,no
14.96,14.0,17.0,37.0,female,hispanic,yes,no,services,no
15.15,14.0,0.0,19.0,male,white,no,no,manufacturing,no
18.29,13.0,16.0,39.0,male,hispanic,no,yes,education,no
18.38,14.0,0.0,25.0,female,white,yes,yes,services,yes
23.23,18.0,5.0,21.0,female,hispanic,no,no,services,no
19.98,17.0,15.0,32.0,male,hispanic,yes,yes,education,no
16.57,14.0,21.0,43.0,male,white,yes,no,manufacturing,no
19.64,13.0,20.0,34.0,male,white,yes,yes,services,yes
20.6,16.0,13.0,37.0,male,other,no,no,government,no
33.28,15.0,16.0,35.0,male,white,yes,no,manufacturing,no
18.24,14.0,21.0,49.0,female,white,yes,no,services,no
29.08,17.0,19.0,42.0,male,white,no,no,healthcare,no
28.66,21.0,23.0,51.0,female,black,yes,no,manufacturing,yes
27.54,16.0,23.0,45.0,male,black,yes,no,education,no
14.36,14.0,13.0,31.0,female,white,yes,no,services,yes
18.02,10.0,11.0,29.0,male,white,yes,no,manufacturing,yes
20.65,18.0,4.0,19.0,male,white,yes,no,manufacturing,no
14.58,12.0,19.0,37.0,female,other,no,no,manufacturing,no
10.16,12.0,21.0,33.0,male,white,yes,yes,services,no
24.48,16.0,12.0,36.0,male,other,yes,no,manufacturing,no
10.25,13.0,11.0,36.0,female,black,yes,no,services,no
23.61,13.0,14.0,23.0,male,asian,no,no,manufacturing,no
30.47,17.0,0.0,18.0,male,white,no,no,manufacturing,no
22.03,18.0,10.0,38.0,male,white,yes,no,services,no
13.63,12.0,15.0,28.0,female,white,yes,yes,education,no
20.98,13.0,6.0,19.0,female,white,no,no,healthcare,no
14.17,12.0,16.0,31.0,male,white,no,no,services,no
10.0,15.0,7.0,30.0,female,white,no,no,education,yes
25.32,14.0,3.0,25.0,female,hispanic,no,no,services,no
15.04,14.0,22.0,40.0,male,other,no,no,government,yes
19.61,13.0,0.0,18.0,male,white,yes,no,manufacturing,no
35.49,19.0,16.0,39.0,female,white,yes,no,healthcare,no
29.4,16.0,27.0,52.0,male,black,yes,no,healthcare,no
16.68,15.0,13.0,37.0,male,white,yes,no,services,no
13.97,15.0,0.0,19.0,female,white,yes,no,healthcare,yes
10.97,9.0,18.0,37.0,female,white,yes,no,services,no
13.36,16.0,4.0,22.0,female,white,yes,no,healthcare,no
25.02,15.0,0.0,22.0,male,white,yes,yes,healthcare,no
24.87,16.0,25.0,45.0,female,white,yes,no,services,yes
26.26,17.0,12.0,34.0,male,white,no,no,healthcare,no
28.92,16.0,23.0,35.0,female,white,yes,no,manufacturing,no
23.44,14.0,16.0,33.0,female,asian,no,no,services,no
32.41,17.0,8.0,32.0,male,hispanic,yes,no,services,yes
19.0,13.0,27.0,43.0,male,asian,no,no,services,no
17.24,12.0,23.0,42.0,female,black,no,yes,education,yes
29.62,16.0,17.0,35.0,male,hispanic,yes,no,services,no
10.95,13.0,10.0,37.0,male,white,no,yes,education,no
19.97,19.0,0.0,23.0,female,other,yes,no,services,no
13.28,12.0,10.0,28.0,female,black,yes,no,healthcare,no
23.95,14.0,17.0,36.0,male,white,yes,no,manufacturing,no
10.0,15.0,13.0,37.0,male,white,no,no,manufacturing,no
11.03,14.0,18.0,36.0,male,hispanic,yes,no,services,yes
31.81,16.0,21.0,45.0,male,hispanic,no,no,services,yes
23.0,12.0,8.0,29.0,male,white,yes,no,manufacturing,no
13.41,9.0,9.0,27.0,female,hispanic,no,no,healthcare,no
20.74,16.0,0.0,20.0,male,hispanic,yes,no,healthcare,no
22.08,14.0,19.0,30.0,female,white,no,yes,services,no
19.35,11.0,27.0,51.0,female,white,no,no,education,no
20.59,14.0,12.0,37.0,male,black,yes,no,healthcare,no
16.1,17.0,16.0,41.0,male,hispanic,no,no,healthcare,no
18.04,15.0,0.0,23.0,male,white,yes,yes,healthcare,no
30.2,15.0,14.0,34.0,female,white,no,no,healthcare,yes
15.56,19.0,15.0,36.0,male,white,yes,no,healthcare,no
25.67,14.0,17.0,37.0,female,white,no,no,education,no
27.69,17.0,17.0,39.0,male,white,yes,no,services,yes
19.18,14.0,24.0,43.0,female,white,no,no,manufacturing,no
19.18,17.0,24.0,56.0,female,white,yes,no,education,no
11.2,14.0,5.0,25.0,female,black,no,no,healthcare,no
18.04,14.0,2.0,26.0,male,white,no,no,manufacturing,no
25.42,13.0,10.0,30.0,female,white,yes,yes,manufacturing,yes
14.0,13.0,9.0,31.0,female,white,yes,no,services,yes
11.16,15.0,21.0,43.0,female,white,yes,yes,government,no
19.85,14.0,28.0,50.0,female,asian,no,yes,services,no
21.34,16.0,15.0,37.0,male,white,no,no,services,yes
16.91,18.0,5.0,34.0,female,white,no,no,services,no
20.27,13.0,16.0,39.0,female,hispanic,yes,no,manufacturing,no
10.0,9.0,16.0,29.0,female,hispanic,no,no,manufacturing,no
23.96,13.0,0.0,18.0,female,white,yes,no,services,no
22.39,16.0,8.0,30.0,female,hispanic,no,no,services,no
10.0,13.0,21.0,36.0,female,black,yes,yes,healthcare,no
23.67,14.0,33.0,59.0,female,black,yes,no,services,yes
18.31,14.0,7.0,30.0,female,white,yes,no,manufacturing,no
13.29,12.0,6.0,24.0,male,white,no,no,government,no
18.6,16.0,14.0,36.0,female,white,yes,no,education,no
18.89,12.0,25.0,48.0,female,black,yes,no,healthcare,no
21.05,12.0,14.0,26.0,male,white,yes,no,manufacturing,no
12.17,14.0,7.0,26.0,male,white,yes,no,healthcare,yes
17.06,11.0,15.0,36.0,male,asian,no,no,services,no
18.64,17.0,25.0,57.0,male,black,yes,no,education,no
17.97,14.0,4.0,24.0,female,white,yes,no,services,no
11.04,12.0,10.0,18.0,female,other,yes,yes,healthcare,yes
11.81,14.0,9.0,24.0,female,white,yes,no,healthcare,no
20.89,15.0,4.0,26.0,female,hispanic,no,yes,services,yes
14.64,13.0,10.0,31.0,female,white,yes,no,manufacturing,no
22.92,13.0,22.0,45.0,male,white,yes,no,government,no
17.0,17.0,1.0,25.0,male,white,no,no,manufacturing,no
10.0,8.0,15.0,25.0,female,black,yes,no,manufacturing,no
17.78,13.0,12.0,33.0,female,white,no,no,healthcare,no
15.47,13.0,12.0,25.0,female,white,yes,yes,education,no
13.52,14.0,8.0,32.0,female,black,yes,no,education,no
10.0,13.0,3.0,31.0,female,white,yes,no,healthcare,no
21.76,19.0,21.0,41.0,female,black,yes,no,services,no
27.24,14.0,12.0,34.0,male,white,no,no,manufacturing,no
26.06,15.0,24.0,53.0,male,white,no,no,manufacturing,yes
17.6,14.0,3.0,24.0,female,asian,no,no,healthcare,no
10.0,13.0,13.0,33.0,male,black,yes,no,manufacturing,yes
24.22,15.0,11.0,33.0,female,black,no,no,healthcare,no
22.94,15.0,3.0,33.0,male,white,no,no,services,no
10.0,13.0,13.0,33.0,female,white,yes,yes,services,yes
24.47,16.0,16.0,37.0,male,white,yes,no,manufacturing,no
20.18,15.0,26.0,49.0,male,white,no,no,services,no
15.07,12.0,14.0,33.0,female,white,no,no,services,no
30.03,19.0,28.0,57.0,male,hispanic,yes,no,services,no
20.52,10.0,4.0,25.0,female,black,no,no,services,no
21.19,13.0,28.0,54.0,female,asian,yes,no,healthcare,yes
17.8,16.0,7.0,32.0,female,white,no,yes,services,no
21.07,13.0,7.0,20.0,male,hispanic,no,no,healthcare,no
25.38,14.0,14.0,34.0,female,white,no,no,services,no
13.27,14.0,4.0,23.0,female,white,no,no,manufacturing,yes
17.7,15.0,31.0,48.0,female,other,no,no,healthcare,no
19.79,17.0,12.0,38.0,male,white,yes,no,services,no
23.47,14.0,20.0,41.0,male,asian,yes,yes,services,no
22.95,15.0,13.0,37.0,female,white,no,no,services,no
17.03,16.0,4.0,18.0,female,white,yes,no,services,no
12.84,13.0,18.0,38.0,male,hispanic,no,yes,education,no
21.41,13.0,23.0,34.0,female,white,no,no,healthcare,no
13.11,10.0,23.0,36.0,female,white,yes,no,healthcare,no
32.27,15.0,13.0,32.0,male,white,yes,yes,services,no
21.78,18.0,24.0,47.0,female,white,yes,no,services,no
29.0,12.0,22.0,41.0,male,black,yes,no,manufacturing,no
14.8,15.0,9.0,29.0,male,white,no,no,education,no
32.88,19.0,12.0,37.0,female,asian,yes,no,manufacturing,no
25.01,13.0,20.0,40.0,female,asian,yes,yes,education,no
14.61,13.0,9.0,25.0,female,white,no,yes,education,no
26.12,20.0,5.0,31.0,female,white,no,no,services,yes
17.15,17.0,18.0,39.0,female,white,no,no,manufacturing,yes
23.79,19.0,14.0,35.0,female,hispanic,no,no,education,no
10.0,13.0,8.0,27.0,female,white,yes,no,government,no
18.53,15.0,34.0,58.0,male,white,no,no,healthcare,no
16.42,13.0,17.0,33.0,male,black,no,no,manufacturing,no
28.55,18.0,21.0,48.0,female,black,yes,no,services,no
14.63,13.0,24.0,43.0,male,white,no,no,healthcare,yes
14.03,15.0,15.0,39.0,male,hispanic,yes,no,manufacturing,no
26.49,14.0,4.0,22.0,female,white,no,no,services,no
18.9,15.0,2.0,23.0,female,hispanic,yes,no,education,yes
26.52,19.0,10.0,38.0,male,white,yes,no,manufacturing,no
27.14,15.0,0.0,22.0,female,white,yes,no,education,no
21.21,13.0,0.0,20.0,female,white,yes,no,healthcare,no
11.54,14.0,9.0,29.0,female,white,no,yes,education,no
31.55,16.0,5.0,32.0,male,white,no,no,healthcare,yes
30.95,18.0,21.0,47.0,male,other,yes,no,services,no
11.09,13.0,0.0,18.0,female,black,yes,no,services,no
24.39,12.0,16.0,34.0,male,asian,no,no,education,no
26.14,15.0,8.0,34.0,female,white,no,no,services,no
10.38,13.0,15.0,38.0,male,black,yes,no,services,yes
10.25,11.0,7.0,23.0,female,white,no,no,services,no
20.73,16.0,14.0,41.0,male,white,yes,no,manufacturing,no
26.32,20.0,6.0,25.0,female,hispanic,no,no,services,no
20.01,14.0,13.0,36.0,female,hispanic,yes,no,services,yes
30.17,15.0,13.0,38.0,male,white,no,no,services,no
18.73,11.0,0.0,19.0,male,white,yes,no,manufacturing,no
20.09,14.0,14.0,36.0,male,white,yes,no,education,no
14.44,13.0,10.0,38.0,female,hispanic,yes,no,services,no
26.13,16.0,10.0,25.0,female,white,yes,no,services,no
29.27,13.0,17.0,35.0,female,black,yes,no,healthcare,yes
20.18,17.0,0.0,27.0,male,white,yes,no,government,no
10.0,10.0,2.0,21.0,male,black,no,no,services,yes
10.0,9.0,7.0,28.0,male,white,no,yes,manufacturing,no
14.06,16.0,14.0,33.0,male,black,yes,no,services,no
18.9,12.0,5.0,26.0,female,white,yes,no,manufacturing,no
10.0,11.0,7.0,25.0,female,other,yes,no,services,no
22.47,16.0,14.0,40.0,female,hispanic,no,no,services,no
24.99,18.0,8.0,21.0,male,white,no,no,manufacturing,no
19.31,11.0,1.0,18.0,male,white,no,no,services,no
20.06,15.0,16.0,37.0,male,asian,no,no,manufacturing,no
14.58,13.0,27.0,43.0,female,white,yes,no,manufacturing,no
17.31,12.0,16.0,40.0,female,other,yes,no,manufacturing,no
22.4,16.0,26.0,52.0,female,other,yes,no,services,yes
30.94,17.0,19.0,39.0,male,white,yes,no,manufacturing,yes
11.66,14.0,5.0,26.0,male,white,yes,yes,healthcare,no
19.16,16.0,22.0,47.0,female,white,no,yes,services,no
15.61,12.0,23.0,43.0,female,white,yes,no,education,no
14.08,13.0,19.0,31.0,female,white,yes,no,healthcare,yes
17.99,13.0,13.0,40.0,female,white,no,no,healthcare,no
22.0,14.0,25.0,43.0,female,hispanic,no,yes,services,no
19.32,16.0,0.0,21.0,male,black,yes,yes,manufacturing,no
22.5,14.0,17.0,37.0,female,white,yes,no,manufacturing,no
22.69,15.0,16.0,30.0,female,white,no,no,government,no
24.61,18.0,0.0,27.0,male,other,yes,no,education,no
25.88,17.0,25.0,42.0,female,black,no,no,services,yes
23.63,14.0,13.0,41.0,male,white,yes,no,services,no
28.87,12.0,28.0,36.0,female,white,yes,no,healthcare,no
14.03,15.0,15.0,35.0,female,white,no,no,services,yes
19.37,15.0,3.0,24.0,male,white,yes,no,manufacturing,no
12.96,12.0,17.0,43.0,female,white,yes,no,healthcare,yes
10.0,10.0,5.0,18.0,female,asian,no,no,services,yes
16.31,12.0,21.0,44.0,female,white,no,no,services,no
29.29,16.0,22.0,47.0,female,other,yes,no,manufacturing,no
25.43,13.0,15.0,34.0,female,white,yes,no,manufacturing,no
28.64,14.0,29.0,51.0,male,black,no,no,services,no
22.97,22.0,17.0,51.0,female,white,no,no,services,no
15.74,12.0,17.0,35.0,female,white,yes,no,education,no
16.32,14.0,17.0,41.0,male,hispanic,no,yes,manufacturing,no
22.51,15.0,23.0,41.0,male,white,no,no,manufacturing,no
29.92,13.0,19.0,29.0,male,white,yes,no,manufacturing,no
25.35,17.0,5.0,30.0,male,black,no,no,services,no
25.1,17.0,9.0,27.0,female,white,yes,no,manufacturing,yes
19.41,17.0,14.0,24.0,female,white,no,no,manufacturing,no
25.84,18.0,29.0,52.0,female,hispanic,yes,no,services,no
21.36,15.0,10.0,33.0,female,other,yes,no,education,no
27.88,13.0,21.0,37.0,male,white,no,yes,healthcare,no
19.44,14.0,3.0,25.0,male,white,yes,no,services,no
23.03,16.0,8.0,25.0,male,black,yes,no,manufacturing,no
22.37,19.0,19.0,44.0,female,black,no,no,services,no
21.75,19.0,15.0,41.0,male,white,yes,yes,education,yes
19.62,15.0,25.0,45.0,female,white,yes,no,services,no
20.32,17.0,17.0,35.0,female,other,no,no,services,yes
18.63,13.0,15.0,34.0,female,white,no,no,services,yes
10.0,8.0,37.0,47.0,male,white,yes,no,healthcare,yes
18.11,14.0,27.0,50.0,female,other,no,no,education,no
21.39,14.0,21.0,46.0,female,white,yes,no,healthcare,no
10.06,10.0,16.0,38.0,female,hispanic,yes,yes,healthcare,no
25.54,18.0,20.0,47.0,female,white,no,no,healthcare,no
19.06,15.0,12.0,34.0,male,black,no,no,education,no
13.49,13.0,13.0,33.0,female,white,no,no,services,no
16.85,14.0,18.0,32.0,female,asian,no,no,education,no
15.76,17.0,12.0,31.0,male,white,yes,no,services,no
15.01,10.0,7.0,27.0,male,asian,no,yes,government,yes
21.34,16.0,26.0,50.0,female,white,no,no,services,no
25.0,16.0,7.0,29.0,female,black,yes,no,services,no
23.98,11.0,8.0,29.0,male,white,no,no,manufacturing,no
27.1,15.0,19.0,37.0,male,white,yes,no,manufacturing,no
10.0,14.0,18.0,44.0,female,white,yes,no,education,no
26.09,13.0,11.0,36.0,male,white,no,no,manufacturing,yes
16.43,15.0,4.0,18.0,female,white,yes,no,healthcare,yes
15.75,14.0,20.0,38.0,female,black,no,no,healthcare,yes
16.52,16.0,14.0,35.0,female,white,no,no,manufacturing,no
19.13,10.0,29.0,41.0,male,white,yes,no,services,yes
21.2,12.0,15.0,27.0,female,white,no,no,manufacturing,yes
10.0,13.0,6.0,20.0,female,hispanic,no,no,government,no
22.76,18.0,19.0,47.0,male,hispanic,no,no,manufacturing,no
17.08,15.0,14.0,35.0,male,hispanic,yes,no,healthcare,no
23.61,14.0,3.0,30.0,female,white,yes,no,services,no
16.36,12.0,25.0,45.0,female,asian,yes,no,education,no
24.43,16.0,22.0,43.0,male,white,no,no,services,yes
24.82,20.0,10.0,36.0,female,hispanic,no,yes,services,no
19.56,12.0,9.0,25.0,female,hispanic,yes,no,services,no
12.65,11.0,5.0,18.0,female,white,yes,no,manufacturing,yes
21.25,12.0,28.0,53.0,female,hispanic,no,no,services,no
17.23,16.0,13.0,31.0,female,black,yes,no,services,no
29.99,17.0,9.0,33.0,male,asian,no,no,education,yes
43.47,20.0,12.0,34.0,female,white,no,yes,services,no
23.97,15.0,10.0,35.0,female,other,no,no,government,no
23.48,16.0,9.0,30.0,female,white,no,no,manufacturing,yes
14.73,12.0,31.0,47.0,male,white,no,no,manufacturing,no
15.19,12.0,6.0,19.0,male,hispanic,yes,no,manufacturing,no
12.32,15.0,8.0,27.0,female,hispanic,no,yes,manufacturing,yes
18.84,14.0,27.0,50.0,female,white,no,no,services,no
12.83,12.0,20.0,37.0,female,black,yes,no,services,no
19.31,16.0,3.0,27.0,female,white,no,no,education,no
17.3,11.0,15.0,27.0,female,white,no,no,healthcare,no
17.05,14.0,11.0,33.0,female,hispanic,yes,no,healthcare,yes
10.0,15.0,0.0,22.0,male,black,yes,no,services,no
14.75,13.0,12.0,33.0,female,asian,no,no,healthcare,no
22.16,14.0,18.0,37.0,male,white,no,no,healthcare,yes
14.52,11.0,21.0,40.0,female,white,yes,no,manufacturing,no
17.96,14.0,8.0,35.0,male,white,yes,no,manufacturing,no
22.83,13.0,26.0,47.0,male,black,no,no,education,no
16.71,12.0,20.0,29.0,female,white,no,no,government,no
21.69,14.0,8.0,26.0,male,white,yes,no,manufacturing,yes
21.8,15.0,19.0,31.0,male,white,yes,no,healthcare,yes
17.13,11.0,16.0,32.0,female,white,no,yes,services,no
16.91,13.0,19.0,39.0,male,white,no,no,education,no
21.46,11.0,6.0,30.0,male,black,yes,no,manufacturing,no
10.0,10.0,15.0,33.0,female,white,no,no,services,no
25.19,14.0,23.0,40.0,male,asian,no,no,manufacturing,no
28.62,17.0,18.0,46.0,female,black,no,no,healthcare,no
24.9,14.0,5.0,22.0,female,hispanic,yes,no,services,no
12.8,14.0,7.0,26.0,female,white,yes,no,education,no
21.73,14.0,30.0,44.0,female,white,yes,no,healthcare,no
14.72,13.0,13.0,30.0,male,black,no,no,services,yes
15.12,10.0,14.0,30.0,male,hispanic,no,no,healthcare,yes
24.91,16.0,23.0,47.0,female,white,yes,yes,services,no
23.24,15.0,27.0,48.0,female,white,yes,no,manufacturing,no
20.12,15.0,12.0,42.0,male,white,no,no,manufacturing,no
21.23,13.0,22.0,44.0,female,black,no,yes,services,no
24.38,15.0,24.0,53.0,female,asian,yes,no,education,no
29.63,17.0,11.0,37.0,male,asian,yes,no,manufacturing,no
24.01,16.0,13.0,33.0,female,white,yes,no,manufacturing,no
12.65,10.0,14.0,37.0,female,white,yes,no,manufacturing,no
10.0,12.0,6.0,24.0,female,white,yes,no,healthcare,no
12.69,17.0,9.0,36.0,female,black,no,no,services,no
14.0,15.0,13.0,36.0,female,white,yes,no,healthcare,no
28.93,18.0,15.0,38.0,female,white,no,no,services,yes
30.41,19.0,17.0,47.0,female,white,no,no,services,no
16.02,14.0,30.0,51.0,female,asian,no,no,services,no
23.4,17.0,14.0,40.0,female,white,yes,no,education,no
27.61,15.0,12.0,34.0,female,asian,yes,no,manufacturing,yes
19.94,12.0,0.0,21.0,female,asian,yes,no,services,yes
10.0,10.0,1.0,18.0,female,asian,yes,no,services,no
30.27,20.0,12.0,36.0,male,white,yes,no,services,no
12.88,13.0,21.0,37.0,male,hispanic,yes,no,manufacturing,yes
16.69,14.0,26.0,45.0,male,hispanic,no,no,manufacturing,no
22.96,18.0,32.0,56.0,male,white,no,no,services,no
20.97,17.0,13.0,37.0,male,white,no,no,manufacturing,no
22.96,13.0,20.0,34.0,male,black,yes,no,manufacturing,no
15.54,13.0,13.0,33.0,female,black,yes,no,services,no
16.76,14.0,0.0,22.0,female,asian,no,yes,healthcare,no
17.17,14.0,21.0,33.0,female,asian,no,no,healthcare,no
17.36,12.0,14.0,36.0,male,white,yes,no,manufacturing,yes
13.8,17.0,4.0,34.0,female,black,no,no,education,no
21.76,16.0,12.0,33.0,female,white,no,no,healthcare,no
16.89,13.0,9.0,28.0,male,asian,yes,yes,services,yes
20.45,12.0,20.0,35.0,female,hispanic,no,no,manufacturing,no
13.2,11.0,21.0,30.0,female,black,yes,no,services,no
10.0,12.0,11.0,24.0,female,white,yes,no,services,no
19.58,15.0,4.0,21.0,female,white,no,no,government,no
22.91,16.0,19.0,41.0,female,white,yes,no,healthcare,no
20.22,15.0,28.0,48.0,female,white,no,no,education,no
13.13,15.0,12.0,37.0,female,black,no,yes,government,no
23.73,16.0,19.0,42.0,male,asian,no,no,government,no
14.87,17.0,0.0,29.0,male,white,no,yes,services,yes
10.0,9.0,6.0,26.0,male,white,yes,no,manufacturing,no
21.83,15.0,0.0,22.0,male,white,yes,no,services,no
20.58,14.0,13.0,41.0,male,white,no,yes,manufacturing,no
21.91,15.0,3.0,28.0,female,white,no,no,services,yes
21.97,16.0,5.0,28.0,female,asian,yes,no,government,no
22.46,14.0,15.0,33.0,female,white,no,no,manufacturing,no
14.04,10.0,13.0,27.0,male,hispanic,yes,no,manufacturing,no
20.67,13.0,14.0,27.0,female,white,no,no,services,no
19.87,16.0,12.0,32.0,male,black,no,no,services,no
35.47,13.0,28.0,46.0,male,white,no,no,manufacturing,no
19.99,16.0,20.0,45.0,female,asian,yes,no,education,no
20.33,18.0,18.0,41.0,male,white,yes,no,manufacturing,no
21.64,15.0,12.0,37.0,female,white,no,no,manufacturing,no
28.7,13.0,10.0,30.0,male,white,yes,no,manufacturing,no
17.47,14.0,18.0,38.0,male,other,yes,yes,government,no
19.77,14.0,14.0,31.0,male,white,yes,no,services,yes
17.56,14.0,15.0,31.0,female,black,no,no,manufacturing,no
17.35,9.0,21.0,28.0,male,black,no,no,manufacturing,no
17.41,13.0,10.0,23.0,female,hispanic,yes,no,healthcare,no
17.42,14.0,3.0,25.0,male,white,no,no,manufacturing,no
15.83,15.0,0.0,19.0,male,black,no,no,healthcare,no
10.0,8.0,9.0,22.0,male,black,yes,no,education,yes
23.9,14.0,22.0,41.0,male,white,no,yes,manufacturing,no
19.14,16.0,14.0,32.0,female,white,no,no,healthcare,yes
28.33,20.0,12.0,46.0,male,white,no,no,manufacturing,no
31.49,22.0,11.0,41.0,male,hispanic,no,no,government,no
23.91,13.0,24.0,44.0,male,white,yes,no,services,no
22.1,16.0,7.0,28.0,male,black,no,no,services,yes
24.23,16.0,16.0,40.0,female,white,yes,no,services,yes
24.93,19.0,13.0,38.0,female,hispanic,no,no,healthcare,yes
19.51,14.0,11.0,34.0,female,black,yes,no,services,no
11.0,13.0,0.0,23.0,female,white,no,no,education,no
18.6,15.0,28.0,42.0,female,white,yes,no,services,no
23.91,16.0,12.0,32.0,male,white,yes,no,services,no
11.43,15.0,0.0,22.0,female,white,yes,yes,manufacturing,no
10.0,14.0,6.0,28.0,male,black,no,no,services,no
30.91,18.0,31.0,61.0,male,other,yes,no,services,no
23.88,14.0,13.0,27.0,female,white,yes,no,services,no
17.27,14.0,21.0,45.0,male,hispanic,yes,no,healthcare,no
31.27,21.0,8.0,33.0,female,white,no,no,manufacturing,no
22.42,12.0,17.0,38.0,male,white,no,no,manufacturing,no
11.39,12.0,10.0,28.0,male,hispanic,yes,no,services,no
26.5,18.0,14.0,44.0,male,hispanic,yes,no,manufacturing,yes
15.02,14.0,29.0,54.0,male,hispanic,yes,no,healthcare,no
10.88,15.0,3.0,25.0,female,white,yes,no,healthcare,no
17.23,11.0,29.0,43.0,female,white,yes,no,manufacturing,no
14.3,16.0,16.0,42.0,female,black,yes,no,manufacturing,no
23.64,14.0,7.0,28.0,male,white,yes,yes,services,no
10.0,15.0,19.0,41.0,female,white,no,no,government,no
13.96,12.0,22.0,44.0,female,white,yes,no,services,no
19.64,9.0,36.0,47.0,female,white,no,no,services,no
27.15,18.0,27.0,52.0,male,hispanic,yes,no,manufacturing,no
24.56,17.0,11.0,29.0,male,white,no,no,manufacturing,no
26.55,17.0,22.0,44.0,female,black,yes,no,services,yes
10.49,14.0,13.0,35.0,female,hispanic,yes,no,education,yes
19.75,14.0,7.0,30.0,male,hispanic,no,no,healthcare,yes
10.23,9.0,16.0,33.0,female,hispanic,yes,yes,healthcare,yes
11.33,10.0,4.0,18.0,male,white,yes,no,government,yes
18.39,12.0,2.0,18.0,male,white,no,no,manufacturing,no
28.5,16.0,22.0,41.0,female,black,no,no,services,no
22.47,18.0,17.0,47.0,male,white,no,no,services,no
36.38,20.0,7.0,31.0,male,other,yes,no,services,no
24.79,17.0,7.0,30.0,female,hispanic,no,no,education,no
18.15,11.0,6.0,21.0,female,white,yes,no,education,no
23.94,17.0,24.0,45.0,female,asian,no,no,education,no
12.46,13.0,11.0,29.0,female,white,yes,no,services,yes
24.35,17.0,4.0,28.0,male,white,no,no,education,yes
10.0,9.0,5.0,26.0,female,white,yes,yes,services,no
13.04,14.0,2.0,24.0,male,black,no,yes,manufacturing,no
10.28,8.0,15.0,28.0,male,black,no,no,services,no
14.1,14.0,9.0,35.0,male,hispanic,no,yes,education,yes
20.31,13.0,4.0,24.0,female,asian,yes,no,services,no
20.81,14.0,23.0,50.0,male,white,no,no,healthcare,no
16.9,11.0,24.0,45.0,female,white,yes,no,manufacturing,yes
11.43,11.0,10.0,27.0,male,asian,no,no,manufacturing,no
10.0,8.0,8.0,22.0,male,white,no,no,education,yes
18.36,15.0,23.0,39.0,male,white,no,no,government,no
23.11,20.0,17.0,42.0,male,white,no,yes,education,no
17.18,15.0,0.0,19.0,female,white,no,yes,manufacturing,no
12.01,16.0,5.0,23.0,female,black,yes,no,healthcare,yes
20.44,19.0,15.0,41.0,female,hispanic,yes,no,education,no
10.0,12.0,19.0,37.0,female,white,yes,no,government,no
26.14,13.0,18.0,37.0,male,other,yes,no,healthcare,yes
15.27,15.0,30.0,50.0,female,white,yes,no,healthcare,yes
24.28,17.0,9.0,27.0,female,hispanic,no,no,services,no
10.0,14.0,19.0,34.0,male,hispanic,yes,no,healthcare,no
19.6,15.0,14.0,32.0,female,other,no,no,education,no
31.32,20.0,20.0,37.0,female,white,no,no,services,no
17.84,14.0,0.0,18.0,male,white,yes,no,services,no
21.55,15.0,9.0,23.0,female,asian,yes,no,services,no
12.84,13.0,20.0,38.0,male,white,no,yes,manufacturing,no
15.78,12.0,9.0,28.0,female,white,yes,no,services,no
16.61,17.0,4.0,33.0,female,white,yes,no,healthcare,no
28.56,15.0,19.0,43.0,female,hispanic,no,no,education,no
15.13,16.0,20.0,39.0,female,white,yes,no,services,no
20.38,15.0,15.0,37.0,female,white,yes,no,healthcare,no
30.87,18.0,14.0,43.0,female,hispanic,yes,no,healthcare,no
23.7,17.0,20.0,39.0,female,white,yes,no,manufacturing,no
11.59,15.0,16.0,43.0,female,hispanic,yes,no,services,no
19.0,8.0,5.0,25.0,female,black,yes,no,manufacturing,no
15.88,16.0,10.0,31.0,female,white,no,no,healthcare,no
23.16,16.0,1.0,25.0,female,black,yes,no,services,yes
21.03,17.0,8.0,35.0,male,asian,yes,no,healthcare,yes
12.67,15.0,16.0,39.0,female,white,yes,no,services,no
22.08,15.0,12.0,35.0,female,white,no,no,services,no
